consensus_rank,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau
228,BRD-K77690805,BRD-K77690805,-1.726568,-52.50276,-25.4292,3,3,0,-26.552843,-25.4292,-52.50276
229,BRD-A22256192,terazosin,-1.8322762,-32.48725,-25.293695,3,3,0,-19.871073,-25.293695,-32.48725
230,BRD-A20131130,"2',5'-dideoxyadenosine",-26.151047,-25.192337,-11.648531,3,3,0,-20.997305,-25.192337,-26.151047
231,BRD-K74913225,brinzolamide,-0.31712472,-25.046082,-27.541878,3,3,0,-17.635027,-25.046082,-27.541878
232,BRD-K83322645,L-693403,-20.509268,-43.357353,-24.734047,3,3,0,-29.533556,-24.734047,-43.357353
233,BRD-K88761633,BRD-K88761633,-16.914759,-70.86825,-24.5089,3,3,0,-37.430637,-24.5089,-70.86825
234,BRD-K73285375,BRD-K73285375,-2.60747,-56.528816,-24.497684,3,3,0,-27.87799,-24.497684,-56.528816
235,BRD-K00610438,altanserin,-1.2684989,-24.189026,-29.787619,3,3,0,-18.415049,-24.189026,-29.787619
236,BRD-K19360254,ergocornine,-2.8893588,-43.981503,-24.1478,3,3,0,-23.672888,-24.1478,-43.981503
237,BRD-K57304726,PRE-084,-32.05543,-24.12891,-19.416977,3,3,0,-25.20044,-24.12891,-32.05543
238,BRD-K11158509,tyrphostin-B44,-42.0651,-24.039783,-2.6427062,3,3,0,-22.915863,-24.039783,-42.0651
239,BRD-A15070535,bucladesine,-8.866414,-48.35386,-24.015038,3,3,0,-27.078438,-24.015038,-48.35386
240,BRD-K64052750,gefitinib,-0.24665257,-23.987715,-28.309679,3,3,0,-17.51468,-23.987715,-28.309679
241,BRD-K32412559,morphothebaine,-12.646565,-36.97666,-23.855549,3,3,0,-24.492926,-23.855549,-36.97666
242,BRD-K29905972,axitinib,-23.636223,-24.478056,-15.838995,3,3,0,-21.317759,-23.636223,-24.478056
243,BRD-K91900765,VX-745,-3.5061908,-50.10102,-23.50739,3,3,0,-25.704866,-23.50739,-50.10102
244,BRD-A93659613,GR-89696,-0.1761804,-28.49825,-23.491217,3,3,0,-17.388548,-23.491217,-28.49825
245,BRD-K76810206,nicergoline,-0.3523608,-23.31487,-34.18498,3,3,0,-19.28407,-23.31487,-34.18498
246,BRD-K34415467,trimethobenzamide,-0.7399577,-47.280365,-23.11701,3,3,0,-23.712446,-23.11701,-47.280365
247,BRD-K67017579,cilostazol,-0.2114165,-36.568356,-22.95176,3,3,0,-19.910511,-22.95176,-36.568356
248,BRD-K40758068,efavirenz,-0.10570825,-35.422207,-22.94809,3,3,0,-19.492002,-22.94809,-35.422207
249,BRD-K69032158,diprotin-a,-54.488186,-13.800956,-22.88823,3,3,0,-30.392456,-22.88823,-54.488186
250,BRD-A26845397,isamoltane,-22.871426,-23.398657,-14.201612,3,3,0,-20.157232,-22.871426,-23.398657
251,BRD-K88429204,pyrimethamine,-0.8104299,-40.721493,-22.6157,3,3,0,-21.38254,-22.6157,-40.721493
252,BRD-K73290745,ICI-199441,-29.123062,-22.577028,-2.2198732,3,3,0,-17.973322,-22.577028,-29.123062
253,BRD-K34995470,SU-1498,-13.426502,-22.293472,-42.485855,3,3,0,-26.06861,-22.293472,-42.485855
254,BRD-K69470111,montelukast,-57.38608,-18.616861,-22.124363,3,3,0,-32.709103,-22.124363,-57.38608
255,BRD-K66019333,oxantel,-0.63424945,-56.57779,-22.064173,3,3,0,-26.425402,-22.064173,-56.57779
256,BRD-K97181089,amiloride,-0.2114165,-21.814112,-25.152254,3,3,0,-15.725928,-21.814112,-25.152254
257,BRD-A64092382,mexiletine,-0.02661923,-21.536064,-26.785965,3,3,0,-16.116217,-21.536064,-26.785965
258,BRD-K91691979,BRD-K91691979,-23.076328,-21.41692,-3.0655391,3,3,0,-15.852928,-21.41692,-23.076328
259,BRD-A62434282,goserelin,-2.3960536,-21.244648,-38.874107,3,3,0,-20.83827,-21.244648,-38.874107
260,BRD-A00993607,alprenolol,-6.438649,-25.744873,-21.190912,3,3,0,-17.791477,-21.190912,-25.744873
261,BRD-K59650319,YM-298198,-2.6427062,-27.541283,-21.123638,3,3,0,-17.102543,-21.123638,-27.541283
262,BRD-A67862938,naftidrofuryl,-0.24665257,-21.86107,-20.998476,3,3,0,-14.368732,-20.998476,-21.86107
263,BRD-K66766661,17-beta-estradiol,-19.438934,-47.582447,-20.95212,3,3,0,-29.324501,-20.95212,-47.582447
264,BRD-K61192372,capecitabine,-20.72733,-18.568151,-25.382187,3,3,0,-21.559225,-20.72733,-25.382187
265,BRD-K35377380,I-OMe-AG-538,-20.67119,-3.2358718,-28.822933,3,3,0,-17.576666,-20.67119,-28.822933
266,BRD-K64402243,ivachtin,-12.131063,-20.589695,-37.96886,3,3,0,-23.563208,-20.589695,-37.96886
267,BRD-K09255212,clioquinol,-20.524092,-28.100351,-0.24665257,3,3,0,-16.290365,-20.524092,-28.100351
268,BRD-K55889443,rifapentine,-20.363806,-39.359016,-6.507782,3,3,0,-22.076868,-20.363806,-39.359016
269,BRD-K01493881,apigenin,-20.269176,-5.08757,-38.93454,3,3,0,-21.43043,-20.269176,-38.93454
270,BRD-K97440753,dihydroergocristine,-6.1310782,-43.774242,-20.19911,3,3,0,-23.368143,-20.19911,-43.774242
271,BRD-K98763141,niflumic-acid,-2.2551093,-31.42279,-20.082914,3,3,0,-17.92027,-20.082914,-31.42279
272,BRD-K89237706,noscapine,-11.301954,-29.520351,-19.943844,3,3,0,-20.255384,-19.943844,-29.520351
273,BRD-A13133631,fluorometholone,-3.382664,-19.840298,-86.329124,3,3,0,-36.51736,-19.840298,-86.329124
274,BRD-K32107296,temozolomide,-2.501762,-19.772045,-34.350536,3,3,0,-18.87478,-19.772045,-34.350536
275,BRD-K71289571,zafirlukast,-0.2114165,-19.616613,-32.971027,3,3,0,-17.599686,-19.616613,-32.971027
276,BRD-K37848908,ceforanide,-8.058926,-19.586256,-27.51432,3,3,0,-18.386501,-19.586256,-27.51432
277,BRD-K10098805,rhapontin,-9.2516985,-22.798767,-19.577702,3,3,0,-17.209389,-19.577702,-22.798767
278,BRD-K72024482,MRS-1754,-14.682419,-23.59489,-19.559725,3,3,0,-19.279013,-19.559725,-23.59489
279,BRD-A65440446,cimaterol,-9.597921,-19.553513,-45.703537,3,3,0,-24.951658,-19.553513,-45.703537
280,BRD-K46435977,valaciclovir,-0.032528594,-19.488544,-33.78816,3,3,0,-17.769743,-19.488544,-33.78816
281,BRD-K61737877,VEGF-receptor-2-kinase-inhibitor-IV,-41.095596,-19.329592,-15.621565,3,3,0,-25.348917,-19.329592,-41.095596
282,BRD-K68103045,CGS-20625,-1.4094433,-19.064957,-23.834904,3,3,0,-14.769768,-19.064957,-23.834904
283,BRD-A80151636,bromocriptine,-0.45806906,-25.077732,-18.926039,3,3,0,-14.820613,-18.926039,-25.077732
284,BRD-K66093087,FGIN-1-43,-6.880393,-29.967308,-18.738186,3,3,0,-18.52863,-18.738186,-29.967308
285,BRD-K07691486,roscovitine,-1.1980268,-18.553024,-21.83921,3,3,0,-13.863421,-18.553024,-21.83921
286,BRD-K02965346,SU-11274,-9.081675,-18.51052,-48.262688,3,3,0,-25.28496,-18.51052,-48.262688
287,BRD-A20239487,atenolol-(+/-),-18.498348,-9.315193,-19.777353,3,3,0,-15.863632,-18.498348,-19.777353
288,BRD-K16444452,ibudilast,-3.1007752,-18.393906,-48.76956,3,3,0,-23.421415,-18.393906,-48.76956
289,BRD-A11170096,pravastatin,-26.371996,-4.40451,-18.381556,3,3,0,-16.38602,-18.381556,-26.371996
290,BRD-K64514229,toltrazuril,-0.03565624,-18.241253,-23.031767,3,3,0,-13.769558,-18.241253,-23.031767
291,BRD-K24538644,KU-C104502N,-45.365192,-12.755462,-18.196653,3,3,0,-25.439102,-18.196653,-45.365192
292,BRD-K02265150,amoxapine,-0.070472166,-21.397915,-18.027267,3,3,0,-13.165218,-18.027267,-21.397915
293,BRD-K87991767,umbelliferone,-2.0436928,-17.899122,-35.4062,3,3,0,-18.44967,-17.899122,-35.4062
294,BRD-A35588707,teniposide,-0.1761804,-17.689169,-31.638176,3,3,0,-16.501177,-17.689169,-31.638176
295,BRD-K68144790,glycodeoxycholic-acid,-16.21664,-17.64504,-20.719955,3,3,0,-18.19388,-17.64504,-20.719955
296,BRD-A69815203,cyclosporin-a,-5.9640465,-60.42428,-17.577848,3,3,0,-27.988724,-17.577848,-60.42428
297,BRD-K97951054,BRD-K97951054,-3.9816773,-41.229424,-17.49596,3,3,0,-20.902353,-17.49596,-41.229424
298,BRD-K43796186,benzyl-quinazolin-4-yl-amine,-15.994439,-17.422342,-26.949821,3,3,0,-20.1222,-17.422342,-26.949821
299,BRD-K34157611,cimetidine,-17.354698,-12.151534,-27.200666,3,3,0,-18.9023,-17.354698,-27.200666
300,BRD-K07220430,cinnarizine,-37.458992,-10.8071575,-17.29418,3,3,0,-21.853445,-17.29418,-37.458992
301,BRD-K44876623,zolpidem,-3.5940804,-42.208298,-17.248924,3,3,0,-21.017101,-17.248924,-42.208298
302,BRD-K47717570,NBQX,-24.72257,-5.914675,-17.20404,3,3,0,-15.947095,-17.20404,-24.72257
303,BRD-A24429032,BE-2254,-1.2684989,-17.184492,-23.67169,3,3,0,-14.04156,-17.184492,-23.67169
304,BRD-K83010055,VU-0415374-1,-42.71572,-12.876731,-16.890469,3,3,0,-24.160975,-16.890469,-42.71572
305,BRD-A20968261,WAY-213613,-2.0436928,-31.797865,-16.754532,3,3,0,-16.865364,-16.754532,-31.797865
306,BRD-A97674275,ranolazine,-18.882723,-12.796988,-16.434448,3,3,0,-16.038054,-16.434448,-18.882723
307,BRD-K41445866,alfaxalone,-11.669247,-16.301176,-22.055264,3,3,0,-16.675228,-16.301176,-22.055264
308,BRD-K16977723,PP-3,-16.185818,-17.984653,-6.3447356,3,3,0,-13.505069,-16.185818,-17.984653
309,BRD-K87696786,LY-456236,-1.4446794,-16.076168,-32.94461,3,3,0,-16.82182,-16.076168,-32.94461
310,BRD-A03359064,ICI-89406,-24.370798,-15.774468,-14.047446,3,3,0,-18.064238,-15.774468,-24.370798
311,BRD-K63150726,JTE-907,-15.62177,-15.621337,-26.52841,3,3,0,-19.257172,-15.62177,-26.52841
312,BRD-K97810537,beclomethasone-dipropionate,-0.10570825,-15.490071,-48.801193,3,3,0,-21.465658,-15.490071,-48.801193
313,BRD-K88560311,rucaparib,-15.364149,-23.761574,-5.343648,3,3,0,-14.823123,-15.364149,-23.761574
314,BRD-K42260897,ezetimibe,-0.31712472,-15.270478,-16.500273,3,3,0,-10.695958,-15.270478,-16.500273
315,BRD-A69917777,aminopentamide,-13.492756,-17.044273,-15.264025,3,3,0,-15.267017,-15.264025,-17.044273
316,BRD-K31342827,bisindolylmaleimide,-15.214352,-3.6645525,-76.46043,3,3,0,-31.779776,-15.214352,-76.46043
317,BRD-K93034159,cladribine,-2.0436928,-21.410267,-15.133574,3,3,0,-12.862511,-15.133574,-21.410267
318,BRD-K93325701,damnacanthal,-2.9664047,-34.37255,-15.11413,3,3,0,-17.484362,-15.11413,-34.37255
319,BRD-A46179541,doxapram,-1.8322762,-61.557808,-15.051449,3,3,0,-26.147177,-15.051449,-61.557808
320,BRD-K72726508,arcyriaflavin-a,-7.379813,-14.720276,-18.317348,3,3,0,-13.47248,-14.720276,-18.317348
321,BRD-K70241288,L-692585,-1.284729,-14.556169,-15.408955,3,3,0,-10.416617,-14.556169,-15.408955
322,BRD-K61177364,NBI-27914,-17.473166,-2.3608174,-14.545511,3,3,0,-11.459831,-14.545511,-17.473166
323,BRD-K29582677,flunarizine,-2.6683009,-33.007893,-14.531105,3,3,0,-16.735765,-14.531105,-33.007893
324,BRD-A23290232,westcort,-14.501814,-46.316273,-6.6092205,3,3,0,-22.475769,-14.501814,-46.316273
325,BRD-K64236792,austricine,-8.745742,-24.391335,-14.414523,3,3,0,-15.8505335,-14.414523,-24.391335
326,BRD-A97479839,piperidolate,-14.39036,-55.930256,-12.989431,3,3,0,-27.770014,-14.39036,-55.930256
327,BRD-K91243525,SR-142948,-0.9866103,-14.385587,-42.23343,3,3,0,-19.201876,-14.385587,-42.23343
328,BRD-A10523515,GSK-429286A,-34.72551,-13.516853,-14.32178,3,3,0,-20.854715,-14.32178,-34.72551
329,BRD-K01507359,rifampicin,-5.8491898,-69.727005,-14.030865,3,3,0,-29.86902,-14.030865,-69.727005
330,BRD-A67373739,AICA-ribonucleotide,-0.9161381,-30.75285,-14.009844,3,3,0,-15.226277,-14.009844,-30.75285
331,BRD-A37704979,SB-203580,-0.5637773,-13.9990835,-34.745995,3,3,0,-16.436285,-13.9990835,-34.745995
332,BRD-K23922020,arecaidine-propargyl-ester,-2.60747,-13.829285,-48.35083,3,3,0,-21.595861,-13.829285,-48.35083
333,BRD-K92428153,mycophenolate-mofetil,-1.1666999,-13.803356,-34.606598,3,3,0,-16.52555,-13.803356,-34.606598
334,BRD-K68507560,dicycloverine,-8.949965,-13.759909,-34.653595,3,3,0,-19.121157,-13.759909,-34.653595
335,BRD-K18816859,L-694247,-0.10570825,-13.702893,-36.244717,3,3,0,-16.684439,-13.702893,-36.244717
336,BRD-K33193182,methylnorlichexanthone,-0.4641988,-14.184134,-13.678592,3,3,0,-9.442307,-13.678592,-14.184134
337,BRD-K48059230,YM-298198,-11.752985,-14.460903,-13.347243,3,3,0,-13.187045,-13.347243,-14.460903
338,BRD-K68341547,W-9,-0.9866103,-13.177183,-48.258358,3,3,0,-20.807383,-13.177183,-48.258358
339,BRD-K71731651,PNU-120596,-3.875969,-13.077063,-23.132885,3,3,0,-13.361972,-13.077063,-23.132885
340,BRD-K00313977,BRD-K00313977,-3.2203789,-13.046007,-15.8487425,3,3,0,-10.705043,-13.046007,-15.8487425
341,BRD-K57080016,selumetinib,-0.9866103,-13.033357,-26.820774,3,3,0,-13.61358,-13.033357,-26.820774
342,BRD-A37837077,cyclazosin,-13.009496,-1.0218464,-14.538468,3,3,0,-9.523271,-13.009496,-14.538468
343,BRD-K35430135,SR-59230A,-12.853776,-25.26017,-1.3389711,3,3,0,-13.150971,-12.853776,-25.26017
344,BRD-A87606379,nadolol,-2.5369978,-13.381566,-12.836651,3,3,0,-9.585072,-12.836651,-13.381566
345,BRD-A80641450,FR-139317,-0.845666,-12.818225,-21.881973,3,3,0,-11.848621,-12.818225,-21.881973
346,BRD-K18135438,chenodeoxycholic-acid,-12.403101,-18.583965,-2.9598308,3,3,0,-11.315633,-12.403101,-18.583965
347,BRD-A18620900,estriol,-3.95382,-12.397411,-22.592964,3,3,0,-12.981399,-12.397411,-22.592964
348,BRD-K04010869,prostaglandin-a1,-1.1275547,-12.389999,-28.559423,3,3,0,-14.0256605,-12.389999,-28.559423
349,BRD-K63954456,BRD-K63954456,-14.61913,-6.0966434,-12.342458,3,3,0,-11.01941,-12.342458,-14.61913
350,BRD-K99818283,PIK-90,-1.2684989,-12.302413,-15.883277,3,3,0,-9.818063,-12.302413,-15.883277
351,BRD-K87048468,RS-102221,-25.745722,-12.222409,-1.2332629,3,3,0,-13.067131,-12.222409,-25.745722
352,BRD-K22828899,TUL-XXI039,-9.114861,-23.666769,-11.90316,3,3,0,-14.894931,-11.90316,-23.666769
353,BRD-A78303415,hyoscyamine,-11.666001,-5.4615927,-14.947844,3,3,0,-10.691812,-11.666001,-14.947844
354,BRD-A56892734,esomeprazole,-54.60684,-11.556303,-2.0436928,3,3,0,-22.735611,-11.556303,-54.60684
355,BRD-K63945320,dihydrosamidin,-61.922634,-11.45994,-6.2975035,3,3,0,-26.560026,-11.45994,-61.922634
356,BRD-A12016240,LY-278584,-1.1627907,-23.849854,-11.232839,3,3,0,-12.081828,-11.232839,-23.849854
357,BRD-K04853698,LDN-193189,-0.07746257,-15.436676,-11.193589,3,3,0,-8.9025755,-11.193589,-15.436676
358,BRD-K20287671,SU-4312,-14.358621,-11.037466,-9.921326,3,3,0,-11.772471,-11.037466,-14.358621
359,BRD-A42571354,cetirizine,-0.070472166,-22.151243,-11.020118,3,3,0,-11.080611,-11.020118,-22.151243
360,BRD-K20285085,fostamatinib,-0.7751938,-11.014312,-21.788822,3,3,0,-11.192776,-11.014312,-21.788822
361,BRD-A73368467,fexofenadine,-0.28188866,-10.973228,-11.514895,3,3,0,-7.5900044,-10.973228,-11.514895
362,BRD-K16195444,oxymetazoline,-1.9379845,-10.878237,-10.941659,3,3,0,-7.919294,-10.878237,-10.941659
363,BRD-A33084410,5'-guanidinonaltrindole,-26.713211,-0.45806906,-10.804523,3,3,0,-12.658601,-10.804523,-26.713211
364,BRD-K19136521,indirubin-3-monoxime,-0.49851298,-19.154495,-10.780946,3,3,0,-10.14465,-10.780946,-19.154495
365,BRD-A42759514,ornidazole,-0.070472166,-10.729706,-17.330334,3,3,0,-9.376838,-10.729706,-17.330334
366,BRD-K48692744,NU-1025,-9.885911,-29.447258,-10.676533,3,3,0,-16.6699,-10.676533,-29.447258
367,BRD-A36318220,necrostatin-1,-10.57648,-3.4035156,-13.795343,3,3,0,-9.258446,-10.57648,-13.795343
368,BRD-K35723520,darinaparsin,-0.1901769,-13.327713,-10.510445,3,3,0,-8.009444,-10.510445,-13.327713
369,BRD-K14204120,ranitidine,-1.5503876,-10.462521,-11.990046,3,3,0,-8.000985,-10.462521,-11.990046
370,BRD-K81916719,triclabendazole,-2.5369978,-34.245327,-10.443499,3,3,0,-15.741942,-10.443499,-34.245327
371,BRD-K32696739,noreleagnine,-0.63424945,-19.274137,-10.416553,3,3,0,-10.108313,-10.416553,-19.274137
372,BRD-K80451230,zamifenacin,-3.3368616,-10.398222,-33.45562,3,3,0,-15.730235,-10.398222,-33.45562
373,BRD-K31920458,mestranol,-0.19920047,-15.287923,-10.28235,3,3,0,-8.589824,-10.28235,-15.287923
374,BRD-A27887842,prednisolone,-0.3523608,-11.571449,-10.235664,3,3,0,-7.386492,-10.235664,-11.571449
375,BRD-K49456190,prima-1-met,-1.9027485,-10.859811,-10.217801,3,3,0,-7.66012,-10.217801,-10.859811
376,BRD-K04218075,clomifene,-0.070472166,-10.192813,-18.766533,3,3,0,-9.676606,-10.192813,-18.766533
377,BRD-K77695569,tiabendazole,-0.28188866,-26.844849,-10.157458,3,3,0,-12.428065,-10.157458,-26.844849
378,BRD-A71157293,fursultiamine,-9.957019,-5.2543793,-13.954142,3,3,0,-9.721847,-9.957019,-13.954142
379,BRD-A65449987,flunisolide,-1.8322762,-9.925619,-39.384895,3,3,0,-17.047598,-9.925619,-39.384895
380,BRD-K54462405,doxepin,-0.24665257,-19.363598,-9.923738,3,3,0,-9.844663,-9.923738,-19.363598
381,BRD-K04710043,hexamethylenebisacetamide,-0.86324817,-9.75268,-23.044321,3,3,0,-11.220082,-9.75268,-23.044321
382,BRD-A30590053,MR-16728,-0.7050806,-34.16811,-9.710159,3,3,0,-14.861117,-9.710159,-34.16811
383,BRD-K32247306,primidone,-1.4845446,-9.584214,-13.406431,3,3,0,-8.158397,-9.584214,-13.406431
384,BRD-A41995253,brucine,-0.3523608,-20.868662,-9.475518,3,3,0,-10.232181,-9.475518,-20.868662
385,BRD-A50684349,fenoldopam,-0.45806906,-9.446781,-18.401314,3,3,0,-9.435388,-9.446781,-18.401314
386,BRD-K89923877,scopolamine,-0.10570825,-30.219748,-9.397966,3,3,0,-13.241141,-9.397966,-30.219748
387,BRD-K68332390,ponalrestat,-33.503174,-9.385057,-1.4094433,3,3,0,-14.765892,-9.385057,-33.503174
388,BRD-K99174507,cardiogenol-c,-1.691332,-56.559334,-9.33963,3,3,0,-22.530098,-9.33963,-56.559334
389,BRD-K55468218,spiperone,-0.28188866,-29.85449,-9.332719,3,3,0,-13.156365,-9.332719,-29.85449
390,BRD-K50214219,CS-1657,-18.957315,-5.8423367,-9.308505,3,3,0,-11.369386,-9.308505,-18.957315
391,BRD-K93658967,aloisine,-9.308266,-11.564771,-5.320648,3,3,0,-8.731228,-9.308266,-11.564771
392,BRD-K38323065,phenacetin,-31.631142,-9.10265,-9.307935,3,3,0,-16.680574,-9.307935,-31.631142
393,BRD-K18678457,ZD-7288,-9.230704,-21.758482,-2.1141648,3,3,0,-11.034451,-9.230704,-21.758482
394,BRD-K09635134,L-erythro-MAPP,-1.6247948,-18.328423,-9.127342,3,3,0,-9.69352,-9.127342,-18.328423
395,BRD-A60197193,amisulpride,-7.1529245,-9.104758,-9.054271,3,3,0,-8.437318,-9.054271,-9.104758
396,BRD-K21450440,benzthiazide,-0.14016254,-27.125336,-8.960535,3,3,0,-12.075344,-8.960535,-27.125336
397,BRD-K39915878,loxapine,-0.31712472,-8.951166,-34.779903,3,3,0,-14.682732,-8.951166,-34.779903
398,BRD-A87387433,cefpodoxime,-0.7399577,-16.166328,-8.87668,3,3,0,-8.594322,-8.87668,-16.166328
399,BRD-K27351809,nomegestrol-acetate,-1.7405757,-8.865608,-14.262863,3,3,0,-8.289682,-8.865608,-14.262863
400,BRD-K17823458,danoprevir,-8.511022,-10.097717,-4.0932655,3,3,0,-7.5673347,-8.511022,-10.097717
401,BRD-A85025557,NCS-382,-2.3960536,-9.261505,-8.409338,3,3,0,-6.6889653,-8.409338,-9.261505
402,BRD-A80793822,pemoline,-1.7618041,-23.855093,-8.332139,3,3,0,-11.316345,-8.332139,-23.855093
403,BRD-A07440155,labetalol,-0.028737428,-10.806827,-8.260821,3,3,0,-6.365462,-8.260821,-10.806827
404,BRD-K91733562,secoisolariciresinol,-2.184637,-8.029334,-19.182842,3,3,0,-9.798938,-8.029334,-19.182842
405,BRD-K78959463,FPL-64176,-1.3694363,-18.324192,-7.9657497,3,3,0,-9.219792,-7.9657497,-18.324192
406,BRD-K19277754,paroxetine,-0.2114165,-11.568109,-7.912635,3,3,0,-6.564053,-7.912635,-11.568109
407,BRD-K29582115,ziprasidone,-6.677304,-28.143295,-7.836301,3,3,0,-14.2189665,-7.836301,-28.143295
408,BRD-A16444946,acarbose,-0.7047216,-28.852951,-7.731301,3,3,0,-12.429658,-7.731301,-28.852951
409,BRD-K63923597,barasertib-HQPA,-0.042677406,-13.783743,-7.72109,3,3,0,-7.182503,-7.72109,-13.783743
410,BRD-A79981887,midodrine,-0.10570825,-18.945356,-7.577555,3,3,0,-8.876206,-7.577555,-18.945356
411,BRD-K67511046,naloxone,-0.14094433,-25.201134,-7.4802704,3,3,0,-10.9407835,-7.4802704,-25.201134
412,BRD-K75089421,procainamide,-0.035236083,-21.946564,-7.133111,3,3,0,-9.70497,-7.133111,-21.946564
413,BRD-K43887077,dopamine,-2.7836504,-7.117415,-24.478298,3,3,0,-11.459788,-7.117415,-24.478298
414,BRD-K70557564,zosuquidar,-2.1153193,-11.002165,-6.94589,3,3,0,-6.6877913,-6.94589,-11.002165
415,BRD-K39983086,loteprednol,-0.63424945,-6.8856583,-29.205853,3,3,0,-12.24192,-6.8856583,-29.205853
416,BRD-K82746043,navitoclax,-0.5637773,-26.469765,-6.8734674,3,3,0,-11.302337,-6.8734674,-26.469765
417,BRD-K76205745,losartan,-0.14094433,-6.800564,-18.4168,3,3,0,-8.452769,-6.800564,-18.4168
418,BRD-K15502390,nevirapine,-6.714054,-42.020172,-4.8405886,3,3,0,-17.85827,-6.714054,-42.020172
419,BRD-A34751532,homosalate,-6.6948557,-63.235043,-5.877579,3,3,0,-25.26916,-6.6948557,-63.235043
420,BRD-K76908866,CP-724714,-0.028026469,-20.32433,-6.6948557,3,3,0,-9.015737,-6.6948557,-20.32433
421,BRD-K92138166,mammea-a,-6.6945834,-0.7751938,-18.354614,3,3,0,-8.60813,-6.6945834,-18.354614
422,BRD-K49577446,flunisolide,-0.30507714,-6.57012,-8.007929,3,3,0,-4.961042,-6.57012,-8.007929
423,BRD-A75478957,PD-166793,-6.3497577,-4.580691,-14.769991,3,3,0,-8.566813,-6.3497577,-14.769991
424,BRD-M41783010,acamprosate,-1.1013818,-6.3008585,-59.03692,3,3,0,-22.146385,-6.3008585,-59.03692
425,BRD-K71430621,clobenpropit,-0.033664297,-40.338066,-6.109602,3,3,0,-15.493778,-6.109602,-40.338066
426,BRD-K07117950,imperatorin,-4.5454545,-13.379837,-6.0958424,3,3,0,-8.007045,-6.0958424,-13.379837
427,BRD-A60571864,budesonide,-0.10570825,-20.022762,-6.076979,3,3,0,-8.73515,-6.076979,-20.022762
428,BRD-K17110974,aristolochic-acid,-0.5285412,-5.9569426,-7.371377,3,3,0,-4.6189537,-5.9569426,-7.371377
429,BRD-K63151507,MNITMT,-0.95137423,-6.5077696,-5.9464455,3,3,0,-4.4685297,-5.9464455,-6.5077696
430,BRD-K99451608,lopinavir,-4.5191827,-64.13694,-5.8844256,3,3,0,-24.846848,-5.8844256,-64.13694
431,BRD-K23369905,oxiconazole,-1.5819561,-5.826497,-18.39021,3,3,0,-8.599554,-5.826497,-18.39021
432,BRD-K97061094,azacyclonol,-0.95137423,-18.948906,-5.6947384,3,3,0,-8.5316725,-5.6947384,-18.948906
433,BRD-K81169441,cerivastatin,-7.339175,-4.2490215,-5.6730094,3,3,0,-5.753736,-5.6730094,-7.339175
434,BRD-K33572481,taurodeoxycholic-acid,-5.5729113,-32.67296,-3.3474278,3,3,0,-13.864432,-5.5729113,-32.67296
435,BRD-A51714012,venlafaxine,-9.251589,-5.4251604,-2.4852953,3,3,0,-5.7206817,-5.4251604,-9.251589
436,BRD-K69763916,LY-341495,-0.45806906,-5.8839583,-5.240237,3,3,0,-3.8607547,-5.240237,-5.8839583
437,BRD-A80017228,bendroflumethiazide,-0.02847998,-9.727403,-4.8625793,3,3,0,-4.8728204,-4.8625793,-9.727403
438,BRD-A54236247,ephedrine-(racemic),-4.729257,-2.9976053,-6.3181486,3,3,0,-4.6816707,-4.729257,-6.3181486
439,BRD-A77299732,salubrinal,-2.149401,-4.7219114,-13.145877,3,3,0,-6.672396,-4.7219114,-13.145877
440,BRD-K32795028,1-benzylimidazole,-0.88090205,-80.62637,-4.712332,3,3,0,-28.73987,-4.712332,-80.62637
441,BRD-K32398298,alprazolam,-4.0305347,-23.497576,-4.5749693,3,3,0,-10.701027,-4.5749693,-23.497576
442,BRD-K30240666,clemastine,-0.1761804,-4.4968233,-5.17559,3,3,0,-3.2828646,-4.4968233,-5.17559
443,BRD-K60511616,pravastatin,-0.31712472,-26.212505,-4.4749823,3,3,0,-10.334871,-4.4749823,-26.212505
444,BRD-K81209512,AG-494,-4.4343553,-10.79269,-3.4178998,3,3,0,-6.2149816,-4.4343553,-10.79269
445,BRD-K88568253,iproniazid,-2.3525982,-22.940119,-4.298802,3,3,0,-9.863839,-4.298802,-22.940119
446,BRD-A03216249,mepivacaine,-4.2283297,-8.787447,-1.130045,3,3,0,-4.715274,-4.2283297,-8.787447
447,BRD-K14965640,ibuprofen-(S),-0.90526456,-44.16568,-4.0345683,3,3,0,-16.368505,-4.0345683,-44.16568
448,BRD-K30197592,5-methoxytryptamine,-4.0169134,-2.3608174,-19.323694,3,3,0,-8.567142,-4.0169134,-19.323694
449,BRD-U82589721,HG-5-113-01,-3.0231955,-6.871036,-3.9507098,3,3,0,-4.61498,-3.9507098,-6.871036
450,BRD-K83597974,pargyline,-1.8292297,-3.864361,-18.930563,3,3,0,-8.208051,-3.864361,-18.930563
